index,x,y,z
0,0.46125507,-0.22987695,0.059298478
0,0.5069798,0.15647674,0.19968154
0,0.44924438,0.18403979,0.024525687
0,0.4462098,0.16765729,0.017664045
0,0.47747695,-0.21914643,0.08911088
0,0.5189255,0.13678107,0.1881855
0,0.50708014,0.18748893,0.21318617
0,0.5193731,-0.13624597,0.21567874
0,0.4879535,0.0288052,0.060683236
0,0.35617495,0.30889463,0.113794506
0,0.44460693,-0.32417795,0.10764775
0,0.4698422,0.19617465,0.060737506
0,0.44686872,0.2299158,0.033862323
0,0.4732005,0.20542812,0.31891638
0,0.44784734,0.2612285,0.14839391
0,0.43098667,-0.29070622,0.0363532
0,0.44357902,0.2454311,0.33807352
0,0.2963509,-0.22383663,-0.10926875
0,0.51572627,-0.15443,0.20395489
0,0.49931413,-0.21377334,0.18428436
0,0.34136578,-0.34367833,0.12986755
0,0.21177429,0.089873895,0.33732504
0,0.46337783,-0.17450294,0.04291244
0,0.32348236,-0.2134225,0.13695005
0,0.50408363,0.17860222,0.2566109
0,0.43212593,0.28805983,0.31779784
0,0.48576665,-0.2512148,0.17296709
0,0.438564,0.33003706,0.0952801
0,0.3820376,-0.30590075,0.3641044
0,0.47239584,0.08746244,0.04201114
0,0.32617432,0.17838217,0.44928557
0,0.23215841,0.1357702,0.45422557
0,0.37172735,-0.31635556,0.36583868
0,0.42077094,0.10234016,-0.012444526
0,0.28258106,0.19016112,0.22497347
0,0.42220664,-0.2529664,0.36034644
0,0.30150056,0.066293806,-0.06927034
0,0.47799397,-0.32311362,-0.1388904
0,0.36472297,-0.118050754,0.019724399
0,0.21859574,-0.3506251,0.21683963
0,0.51489663,0.14104949,0.2501616
0,0.22186217,0.11550401,0.07616776
0,0.5216952,0.07401084,0.2733076
0,0.3222218,0.22205466,0.022893652
0,0.44541907,0.19005984,0.020593762
0,0.28277954,-0.22058472,0.35782084
0,0.22850503,-0.19203846,-0.15297164
0,0.4729042,-0.2451377,0.28071052
0,0.52641547,-0.07370406,0.17251831
0,0.46383053,0.23551935,0.22440621
0,0.40122253,0.13473216,-0.028559
0,0.5226582,0.11192341,0.18125202
0,0.22841097,0.22414394,0.15943104
0,0.2964214,0.20097922,-0.085064754
0,0.5030238,0.15917732,0.122933574
0,0.3595211,-0.183116,0.10429998
0,0.24954666,-0.22814846,0.41248322
0,0.47817355,-0.26972544,0.1684726
0,0.5289365,0.06507877,0.2326456
0,0.47625154,-0.11729669,0.07698135
0,0.2820932,0.3207178,0.29439205
0,0.5111509,0.17208575,0.21553881
0,0.44061154,0.18114294,0.06879552
0,0.37903595,-0.015176114,-0.025197744
0,0.46959138,0.12843764,0.36684573
0,0.32706353,-0.17999594,0.031493485
0,0.46029067,0.0608919,0.025216416
0,0.40544665,-0.0060524833,0.0559687
0,0.24395631,-0.36936212,0.41595197
0,0.5147328,-0.15870534,0.2061897
0,0.44112316,-0.01605318,0.0049391985
0,0.42436984,0.3288938,0.05374772
0,0.5076972,-0.0814902,0.10464856
0,0.46171486,-0.16698165,0.03863235
0,0.45050496,-0.2536151,0.32014626
0,0.44518816,0.30134803,0.27652526
0,0.5093349,-0.07537432,0.31244564
0,0.41694766,0.09335676,-0.015545145
0,0.48621547,0.23235472,0.253966
0,0.52239716,0.11658546,0.18686827
0,0.27577934,0.1968194,-0.038189948
0,0.37538838,-0.13369009,-0.03495583
0,0.42177033,-0.07384512,-0.0115284175
0,0.20564389,0.23675102,0.11085351
0,0.28690237,-0.20095555,0.46031165
0,0.49887297,-0.19144103,0.26238978
0,0.5141406,-0.12098394,0.13930738
0,0.31789285,-0.18159443,0.041233554
0,0.39250627,-0.15026788,-0.03569056
0,0.51612407,0.09663328,0.13431503
0,0.48111272,0.25533554,0.14427242
0,0.38278496,-0.31885204,-0.023523942
0,0.32391906,-0.12665944,-0.02684401
0,0.36748648,-0.11351135,-0.049800098
0,0.338141,0.28269887,0.42171323
0,0.458843,0.24730423,0.31071812
0,0.48085827,0.25141972,0.210807
0,0.49378574,-0.059859313,0.22475784
0,0.37862813,-0.039254073,-0.038743496
0,0.40223157,0.28978956,0.03557813
0,0.3993288,0.16173975,-0.03043437
0,0.354692,-0.1935761,0.119749814
0,0.2832844,-0.18367901,0.288603
0,0.26426584,-0.17877835,0.26097786
0,0.48667276,-0.24759337,0.1666829
0,0.28525558,0.16808665,-0.10090576
0,0.41991985,0.26123223,0.35710657
0,0.47122625,0.0785176,0.039686337
0,0.38116458,-0.34493834,0.23516956
0,0.4089421,0.26091373,-0.009769887
0,0.36139286,0.2506751,-0.02283372
0,0.24882437,0.29251862,-0.13599858
0,0.44693184,0.23450208,0.34143674
0,0.22533695,0.12703699,0.3809531
0,0.32724467,-0.014441481,-0.058011144
0,0.4223855,0.36148274,0.09698124
0,0.46630216,0.17301092,0.047152236
0,0.45356947,0.038359284,0.40608293
0,0.44222605,-0.32000613,0.25364533
0,0.34277123,-0.17084718,0.32409427
0,0.43592787,-0.09637079,0.0010470897
0,0.5026929,0.20288521,0.18529658
0,0.46652937,0.22880393,0.06956126
0,0.50233924,-0.18491252,0.25597885
0,0.4223224,-0.058101065,-0.010984644
0,0.31324863,-0.369207,-0.023935258
0,0.37805033,0.34790802,-0.015150294
0,0.5250854,0.10051766,0.19095412
0,0.30178362,0.2017926,-0.06188743
0,0.357915,0.27652824,0.35713673
0,0.40696833,0.19132948,-0.022747785
0,0.31607008,-0.32939988,0.35243696
0,0.31705803,-0.310942,-0.09744964
0,0.34179345,-0.2574846,0.023388669
0,0.39152786,-0.23915508,0.38167194
0,0.2709654,0.020223102,-0.06802547
0,0.35702193,-0.2863633,0.4032759
0,0.53041923,-0.051237803,0.19403872
0,0.33114526,0.3305432,0.39138734
0,0.51777923,-0.13204384,0.24377306
0,0.48480955,0.22139083,0.11210627
0,0.36979082,0.36300397,0.28547418
0,0.4869934,0.08912754,0.064261615
0,0.4782736,-0.033273313,0.046674356
0,0.50786984,0.16856353,0.15172611
0,0.524078,-0.041142292,0.147028
0,0.25595883,0.20170791,0.092629164
0,0.41753507,-0.22481754,0.3836946
0,0.26951632,-0.20034805,0.2885643
0,0.48950255,-0.16899711,0.0904714
0,0.41459554,-0.106878914,0.22349255
0,0.42796993,-0.08140734,0.42698312
0,0.4901027,-0.22292113,0.25292253
0,0.50456035,0.19044815,0.16535765
0,0.3742911,-0.10442296,0.15080482
0,0.43556827,-0.21829082,0.013748661
0,0.4891777,0.15949863,0.28599346
0,0.5097656,0.14383966,0.2718352
0,0.3147934,-0.21777229,0.42420787
0,0.2208688,-0.3204997,0.14228065
0,0.46984679,0.08671672,0.038512394
0,0.4868186,0.21959983,0.2706142
0,0.380219,-0.23270586,-0.11526326
0,0.49960327,-0.11415936,0.3202526
0,0.25257573,-0.016091276,-0.06843479
0,0.49595127,0.22452366,0.19768877
0,0.5168719,0.04361873,0.1222257
0,0.24831934,-0.054343663,0.45471132
0,0.2893421,-0.30251998,0.012605533
0,0.41757667,-0.27556413,0.006807506
0,0.4514849,0.08161767,0.401995
0,0.45231742,-0.31870455,0.21458833
0,0.5046155,0.008218998,0.33441383
0,0.3767386,-0.3113944,-0.034176096
0,0.36356157,0.057956204,-0.047066405
0,0.43585864,0.33506414,0.24326617
0,0.48430163,0.122007474,0.06526779
0,0.36007935,-0.32490605,0.3699715
0,0.4693653,0.16873959,0.051006943
0,0.53042734,-0.05228637,0.22683495
0,0.22397827,-0.0110865785,0.25155652
0,0.4699099,-0.17704567,0.34374934
0,0.26870182,-0.3578909,-0.10725002
0,0.4628237,0.13683459,0.37283218
0,0.22104302,-0.0168669,-0.06689121
0,0.34482908,0.37696683,0.2792642
0,0.4990293,-0.101702645,0.3267752
0,0.28247333,0.13419881,-0.020809725
0,0.47332096,-0.119190075,0.04709731
0,0.26926476,0.2423485,0.014874205
0,0.5243914,-0.04698513,0.14977168
0,0.47680682,0.27349848,0.17244327
0,0.41492128,-0.12064888,-0.017353311
0,0.51171505,0.16417322,0.17120665
0,0.41093725,-0.28044403,0.19899634
0,0.3527387,-0.14856978,0.19516212
0,0.5141389,-0.15248258,0.1701602
0,0.5266268,0.06761563,0.25092965
0,0.24602765,0.09028559,0.23405473
0,0.19990489,-0.004874571,0.044586092
0,0.3687934,-0.21197411,0.21315451
0,0.50521696,0.09707145,0.31459934
0,0.5235423,0.0015536882,0.28349707
0,0.40605226,0.36743128,0.1503552
0,0.5251736,-0.057665236,0.15681666
0,0.44229203,-0.24811947,0.33785698
0,0.43167084,-0.27149978,0.026830047
0,0.35761896,0.3402439,0.35838914
0,0.48539892,-0.10036331,0.06324044
0,0.32015055,-0.35856327,0.29444918
0,0.50087404,0.088735834,0.090441726
0,0.34574732,-0.2870596,0.06393829
0,0.3632195,-0.3765973,0.31360173
0,0.49946845,-0.124033004,0.31576514
0,0.29489577,-0.2310507,0.44096386
0,0.46183008,-0.103919566,0.20252472
0,0.5045389,-0.18818015,0.16060795
0,0.29183722,-0.21255328,0.28069627
0,0.4686203,-0.07242739,0.38364816
0,0.5320047,0.012016766,0.23169069
0,0.30675822,0.12054884,-0.07885273
0,0.26035428,0.33180642,0.3869728
0,0.45129827,-0.14092363,0.38544834
0,0.4708267,0.28714934,0.17250326
0,0.46069533,-0.09080376,0.2075058
0,0.47376418,0.2799785,0.19929585
0,0.48821592,-0.22812818,0.25246775
0,0.35509458,0.29927742,0.36992997
0,0.5139385,-0.11859415,0.27672622
0,0.35664693,0.12493641,-0.034037843
0,0.32533258,-0.27480623,0.17623174
0,0.4105323,0.21270451,-0.017179728
0,0.33503574,0.22774848,0.45605013
0,0.45601302,-0.21137916,0.042071134
0,0.5278269,-0.08196138,0.2092608
0,0.390074,0.04909561,0.35051063
0,0.4581868,-0.31330508,0.17921178
0,0.24477471,0.3588276,-0.15652402
0,0.42347956,0.17352508,-0.0075249076
0,0.39838022,0.16885298,-0.031229064
0,0.3623935,0.18468732,0.37281698
0,0.42332122,0.043871254,0.3106821
0,0.24690211,0.37993383,-0.08577557
0,0.43547434,-0.083663136,0.41888252
0,0.3773772,0.28403124,0.3860216
0,0.50918955,-0.056426946,0.10363136
0,0.48708218,-0.031690247,0.36394435
0,0.37327093,0.10262077,-0.045547873
0,0.4170233,0.21760073,-0.009333506
0,0.3412213,0.2541344,0.4371313
0,0.44709113,-0.011658229,0.010522887
0,0.34066504,0.13146707,0.37571418
0,0.25887483,-0.11317086,0.31174716
0,0.3991626,-0.13252322,0.12336232
0,0.42138228,0.067999735,-0.011799902
0,0.46405524,-0.25306287,0.293716
0,0.36956608,0.33201924,0.1398886
0,0.28663105,0.21215189,0.054795444
0,0.4377774,0.23288304,0.020969167
0,0.39420852,-0.36089545,0.28097403
0,0.4482611,-0.06880334,0.012463242
0,0.39069372,-0.13353737,0.19672152
0,0.47562295,-0.27665815,0.1774127
0,0.5081383,-0.12171565,0.11878548
0,0.50615394,-0.18834834,0.22313645
0,0.41752252,-0.21190657,0.33488715
0,0.4653606,-0.21668005,0.060920298
0,0.41416177,-0.043483716,0.05016306
0,0.47091335,-0.2005886,0.064586416
0,0.37802064,-0.32399356,-0.14657605
0,0.38625702,0.15151794,0.1711834
0,0.29094142,0.07297423,0.44011998
0,0.37129384,0.31659725,-0.039009735
0,0.33891147,0.0033072063,0.33997622
0,0.4925875,-0.19501746,0.28080437
0,0.4302068,-0.31473684,0.23903635
0,0.4765011,0.26612073,0.2308501
0,0.4684819,-0.20993873,0.06393445
0,0.48120582,-0.16093346,0.22417332
0,0.45140064,-0.1533623,0.022129416
0,0.52667975,-0.08717334,0.18905267
0,0.47356868,0.27616638,0.14816026
0,0.46106428,-0.14648682,0.03384836
0,0.32548577,0.039470166,0.23673476
0,0.25032434,-0.21974358,-0.119584896
0,0.50574565,0.1934182,0.19916989
0,0.5071892,-0.15354672,0.27262187
0,0.49680048,-0.1872684,0.2753192
0,0.2876964,-0.051943623,0.22496107
0,0.40177533,0.20301096,0.13222782
0,0.48291314,-0.24109095,0.12790082
0,0.50718844,0.15827629,0.2677558
0,0.5225237,0.08463751,0.26322
0,0.22599813,0.09645717,0.091061875
0,0.4172724,0.112677045,-0.01217863
0,0.20444293,0.33166474,0.41364557
0,0.26903105,0.18038945,0.32494515
0,0.5323802,0.002868659,0.2272393
0,0.22554895,-0.15869631,-0.1229003
0,0.35210472,-0.33463538,0.048768014
0,0.4840199,0.23981112,0.13097054
0,0.42412782,0.16758022,0.0052481294
0,0.36263904,-0.04825018,0.27617875
0,0.45969105,-0.15847066,0.03400436
0,0.51858115,-0.11963215,0.15955125
0,0.294091,0.2156042,0.03756866
0,0.49680436,0.11558044,0.08796143
0,0.49882025,0.11234467,0.32280478
0,0.42854738,0.13483904,-0.004784286
0,0.390287,0.28108853,-0.027135506
0,0.47733212,-0.2543139,0.123263106
0,0.49160874,0.0916289,0.1077226
0,0.26513124,0.014151916,-0.041119456
0,0.4409203,0.089995146,0.41181335
0,0.23030107,-0.32372612,0.44554502
0,0.40001914,-0.17647627,-0.029737666
0,0.3341056,-0.19076683,0.44940335
0,0.23500164,0.19194338,-0.019723296
0,0.5076097,0.1442107,0.2796085
0,0.49730483,-0.011948809,0.075805426
0,0.49138427,-0.2325306,0.16077915
0,0.52994776,0.04796221,0.18512231
0,0.470881,0.2025767,0.32550126
0,0.24833702,0.3465206,-0.14401117
0,0.36880976,0.23528087,0.1668596
0,0.513949,-0.16160797,0.19443494
0,0.24634917,0.18088697,0.00028713048
0,0.18854061,0.10010198,-0.09691505
0,0.5206835,-0.099102184,0.15509276
0,0.4892167,0.112662554,0.16906281
0,0.30135337,0.05893828,0.16889878
0,0.2386211,-0.18983397,0.15662661
0,0.5227199,0.114312224,0.18633515
0,0.487395,0.05336295,0.06118056
0,0.4184257,0.3277329,0.039700575
0,0.5160699,0.09077647,0.28635415
0,0.43927956,0.2917005,0.30150303
0,0.451324,-0.0354507,0.2910562
0,0.46757582,-0.029690553,0.3608062
0,0.5006139,-0.1300016,0.30979955
0,0.5073443,-0.17662197,0.15997314
0,0.52539194,0.101412535,0.20041667
0,0.41035512,-0.27168652,-0.004667029
0,0.44263807,-0.242327,0.03183399
0,0.49459457,-0.17309618,0.10569662
0,0.31619868,0.025778469,0.01206401
0,0.5267017,-0.042754926,0.26310062
0,0.32841116,-0.3479867,0.3145743
0,0.22576296,0.11280984,-0.044286326
0,0.5121998,0.07242567,0.114360645
0,0.3794228,0.2794492,0.09708436
0,0.4274465,0.053976763,-0.0068296194
0,0.28832597,0.31178147,0.4277798
0,0.44190964,-0.2775312,0.31207553
0,0.49171832,-0.21010405,0.26567116
0,0.45634168,-0.21178314,0.042756453
0,0.36920434,-0.30135164,-0.046169907
0,0.22970062,-0.039348703,-0.07099375
0,0.2042121,0.03718948,0.22938034
0,0.26690358,-0.26606098,0.08346015
0,0.29397744,0.087384395,0.03740777
0,0.41325063,0.27906394,0.00197874
0,0.48134366,0.26146403,0.16609891
0,0.3190865,-0.07963472,0.30529946
0,0.51117516,0.16487783,0.23650268
0,0.465079,0.20183137,0.33620626
0,0.4229849,0.30548424,0.07699522
0,0.48623616,-0.08248709,0.32899013
0,0.5269499,0.011553328,0.15561444
0,0.44084013,-0.19226433,0.015018672
0,0.35102478,0.3089125,0.39173293
0,0.2623014,0.17699564,-0.11485041
0,0.3799677,-0.04901667,-0.038431868
0,0.37910545,0.2394433,0.41357708
0,0.41098762,0.24129172,0.082815394
0,0.5220176,0.050708443,0.28144452
0,0.24021739,0.32539874,0.45420662
0,0.23067565,0.24934813,0.3592462
0,0.5235587,-0.02711892,0.14252369
0,0.48768348,0.24533358,0.16897707
0,0.20056966,-0.009844925,-0.026666015
0,0.40756616,0.27975202,0.35739142
0,0.42394274,0.0049558454,0.21310842
0,0.47610584,-0.041088067,0.37873
0,0.45670065,0.03284096,0.02048947
0,0.25655216,0.067026,0.08079535
0,0.46015406,-0.259318,0.29555035
0,0.4442541,-0.26167017,0.29196367
0,0.497674,0.1542594,0.30185106
0,0.3305076,0.32374758,0.39755785
0,0.252716,0.2991567,-0.10597724
0,0.49836737,0.19463456,0.2601667
0,0.21266383,0.088094436,-0.08782324
0,0.46335226,-0.05348286,0.08556907
0,0.39865622,-0.2797436,0.36731023
0,0.50690454,0.14251061,0.28345442
0,0.41866207,0.29747182,0.24436317
0,0.4305715,0.06336624,0.03949192
0,0.4990748,0.19974747,0.2489153
0,0.4695683,-0.24009319,0.26585588
0,0.20867728,-0.18969242,0.13536575
0,0.22001907,-0.046851978,0.44726062
0,0.32423687,-0.2805959,-0.17774178
0,0.4780755,0.25945887,0.13551585
0,0.50364447,-0.20057043,0.19656837
0,0.37318242,0.32997864,0.23918375
0,0.50613433,-0.14892676,0.12690333
0,0.40566272,-0.06811886,-0.023471236
0,0.350034,0.060643606,0.19223796
0,0.29740402,-0.03960355,0.1974045
0,0.42363802,-0.24602798,-0.08879567
0,0.5062338,-0.06031951,0.097296044
0,0.4176757,-0.23806497,0.37546253
0,0.43861735,0.16635107,0.008342758
0,0.33918968,0.38295093,0.13313387
0,0.43303144,0.25407374,0.021366999
0,0.4433847,-0.12696767,0.39923579
0,0.46404344,0.23590963,0.06835568
0,0.4830506,0.15890169,0.072662905
0,0.46152067,-0.22680053,0.32381266
0,0.32487053,-0.030583626,-0.059407607
0,0.50454676,-0.08117454,0.32202184
0,0.46010822,-0.24216703,0.3131063
0,0.24853046,0.23864648,0.028560102
0,0.35115325,-0.050591484,0.36979255
0,0.50595194,0.17386273,0.25408065
0,0.44449198,-0.33839834,0.17042173
0,0.22412002,-0.030194707,0.14089596
0,0.4165579,0.20062344,0.19134243
0,0.49429095,0.1922034,0.27836153
0,0.3505339,-0.24040142,0.1526143
0,0.2974174,-0.37547767,-0.094573945
0,0.51633483,-0.13934338,0.16699836
0,0.27188468,-0.0148586705,0.29857126
0,0.4634596,-0.10239276,0.031597376
0,0.27880183,-0.3261878,-0.000110536814
0,0.32534775,0.07332851,-0.06361054
0,0.49339914,-0.09739007,0.07701178
0,0.49848327,0.07956971,0.33535808
0,0.45958656,-0.24555492,0.06465356
0,0.50442207,-0.1972256,0.20899363
0,0.2361613,0.06417773,-0.077381745
0,0.48593128,0.082623765,0.35685307
0,0.297437,-0.1334731,-0.085622385
0,0.2324036,-0.33472514,-0.060414575
0,0.47542918,0.24585661,0.105756804
0,0.20030598,0.114308596,-0.10430598
0,0.44651276,-0.092684574,0.063783035
0,0.41176894,-0.07243869,0.22475983
0,0.19889829,-0.38141254,0.42364922
0,0.24050635,-0.20673822,-0.1384033
0,0.4173472,0.1991707,0.39780948
0,0.53034985,0.055899385,0.19936657
0,0.4987476,-0.032969765,0.07927659
0,0.37518322,-0.3735965,-0.13692671
0,0.21057464,0.1433136,-0.0466785
0,0.41076398,-0.30334687,0.3227913
0,0.22468063,-0.22234382,0.091957
0,0.31994498,0.06622642,-0.0035562217
0,0.41808283,0.27898988,0.008960113
0,0.50300616,0.2001663,0.17703481
0,0.36374056,0.025140557,-0.045354083
